GEOID,pm25_mean,n_cells
48439114003,12.989504793903816,13
48439113950,13.372560135195092,5
48439113951,13.126128212427957,4
48439113925,13.800951467516763,1
48439114111,12.974086596546647,16
48439106509,12.97854122786452,14
48439113916,13.542212848240514,1
48439110206,13.752737746090585,4
48439113811,13.55553917027956,2
48439100201,13.005746968444182,2
48439110301,13.847203746778376,5
48439110104,13.58097430863792,1
48439113944,13.359868182184579,3
48439113707,13.431494135152125,7
48439113714,13.632355117262286,8
48439113716,13.546713205608661,2
48439113634,13.621630121189463,5
48439113712,13.354444048406775,9
48439113709,13.185778400469848,3
48439113640,13.186779499265842,9
48439113632,13.457314866569021,4
48439980000,13.248601216311865,42
48439110600,12.856319022571718,4
48439123002,13.425794316172055,2
48439110500,12.985913489117499,5
48439100506,12.37957721537984,2
48439113711,13.562483693667012,1
48439113713,13.377109711514658,5
48439114206,12.916145190079074,16
48439110402,12.875400145346177,3
48439113814,13.188362539936021,4
48439106526,13.218673528482919,8
48439113917,13.673733418095642,1
48439111103,12.929686078484446,1
48439106400,12.90854044442582,11
48439102101,,0
48439113933,13.279644502812724,3
48439114015,12.693017143643322,1
48439111405,12.678860910828057,15
48439105009,12.809004228294047,20
48439105403,13.7341338624213,6
48439113639,13.41759710041948,9
48439113812,13.282505159730883,4
48439113954,13.57244507231778,16
48439113952,12.721637986816464,4
48439106520,,0
48439101201,13.347307343512668,16
48439113624,,0
48439113625,13.238186029793573,1
48439113626,13.411239667173659,1
48113019029,13.492181963971149,3
48439105518,13.483882290821343,3
48439105515,12.80262548510038,2
48439105705,13.068686018621767,1
48085031635,13.84623333466038,2
48085031636,13.84793464760686,4
48085031639,13.934797394645395,1
48085031641,13.139271037188598,3
48085031642,13.269521499927588,2
48439113630,12.936197241531822,2
48113019031,13.827705966048148,3
48113019034,13.100174564803348,2
48113019035,13.407630494653453,2
48113019036,13.706901399439706,1
48113019037,13.733548072284155,1
48113019202,13.290673507409153,3
48113019203,13.380319221279732,3
48113017101,13.695421802713224,11
48113017201,13.813789873365538,7
48113019205,13.594425330522235,2
48113019208,,0
48439113942,13.130348876452018,3
48439114014,13.16680805826426,5
48439113939,13.222166238051676,3
48439113222,13.307979579110572,1
48439114013,12.864725579121878,7
48439113930,13.202675474709878,7
48439110103,13.262230983084766,2
48439113637,13.366422201839343,2
48439113635,13.296303431523679,2
48113017400,13.212850769717571,2
48439111553,13.164955877521756,2
48439111024,13.129684133327437,1
48439106002,12.896337129184884,14
48439113510,13.595921692257951,4
48439111530,12.866125348172062,6
48439105206,13.169626377297275,1
48439111563,13.07869653924547,3
48439111029,13.26465942787353,4
48439106006,12.376514073845922,1
48439105706,12.85987505195525,1
48439113956,13.154902265752913,11
48439111564,13.576163564876254,9
48439105008,12.795004686172136,5
48113017704,13.237220030394264,3
48113017500,13.35870864605756,5
48113017805,14.025698639168727,8
48113017806,14.25591874713029,3
48113017602,13.916790168274295,3
48113019210,13.701002159978882,3
48113019211,13.465696701789406,3
48113019301,,0
48113019400,13.55094847342901,1
48113019501,13.357841950860971,2
48113017811,13.882608365982149,2
48113017812,14.059546625830881,1
48113017808,13.665904808170332,2
48113017814,13.625316842517188,4
48113017900,14.22975805168626,3
48113019502,13.482781271992941,3
48113019600,13.696887523139939,1
