GEOID,pm25_mean,n_cells
48113019700,13.50318349286247,3
48113019800,13.036656834545575,2
48113019900,12.71525475037231,2
48113013607,13.478191639584239,2
48439113623,13.588871245319854,4
48113015900,12.925927374087332,9
48113012604,14.227035705586097,3
48113013010,13.626323906452308,2
48113013622,13.270384342717636,1
48113013621,13.553318358486067,1
48113014135,13.748182352585491,2
48113014134,13.42923582302202,2
48113016626,13.968629823543242,2
48113016621,13.482528060262744,3
48113016623,13.48661119832761,15
48113018142,13.271755221415585,10
48113018141,13.528256937932214,6
48113018137,13.607360136918055,4
48113018138,13.795354288817315,2
48113018140,13.612086839916612,6
48113019042,14.00226753239528,6
48113019050,13.812853971192403,4
48113019052,13.553894592119885,2
48113019053,13.588560732323721,2
48113019039,13.692498415709636,6
48113019213,,0
48113013726,13.38495310426388,3
48113016624,13.686766183710304,8
48113016622,13.547612345928927,6
48113010903,13.461898332646582,3
48113001703,13.753547938994318,1
48113019212,13.134899726176087,1
48121021528,13.521716785304317,1
48121021535,13.738731474725085,6
48121020311,13.133461685360663,3
48121021410,13.460601189298167,15
48121021413,13.713747699798786,3
48121021411,13.43137484347321,29
48121021754,13.342135496675255,4
48121020312,13.217168302946595,15
48121020322,12.962183798845498,26
48121021537,13.751209932763032,11
48121021422,13.385074253704648,8
48121020319,13.221494704836628,65
48121021756,13.080041962910474,2
48121021412,13.546232298169015,19
48121020130,13.785694224177687,12
48121020136,13.760340840210603,7
48121021641,,0
48121020128,13.407879652090154,24
48121020508,13.294829321388223,1
48121020132,13.690611203920017,2
48121020133,13.652041033547718,6
48113020300,13.40418450866289,5
48113020500,12.431171705620278,6
48113020600,13.564084021915297,6
48113020700,13.365772286393087,7
48397040512,13.59516688920456,5
48113012301,14.041562411345282,2
48113012302,14.252396416969498,3
48085031003,13.017253236251866,30
48085030302,12.999350817891644,12
48085030529,13.8172953547862,2
48085032010,13.364971196288025,6
48085031202,12.998802528203711,51
48085030201,13.012080321615462,36
48085031201,13.21463063936756,59
48085031713,13.279622296147672,1
48085030303,13.377702496220559,11
48085030304,12.689406242469524,17
48085030801,13.029279770802127,3
48085030702,12.53500226850218,2
48085030701,12.93619370873442,7
48085030605,13.382670695596705,7
48085030531,13.643252430590573,3
48439113005,13.206157131763202,9
48439122001,,0
48439122002,12.712168351651737,2
48439121907,,0
48439121904,13.207924787239797,3
48439121908,13.381487184126577,2
48439111306,13.532330687360194,9
48439111522,12.836378564878276,1
48085030525,13.784208091139982,5
48085030516,13.299284847394205,4
48085030511,13.250809736927883,12
48085031411,13.689882630373319,9
48085030510,,0
48085030507,14.229297228978124,1
48085030509,13.965251761101841,1
48085031711,13.37414710039437,2
48085031657,14.136925236292678,5
48085031660,14.095291855553853,2
48251130100,12.967239660781004,58
48251130405,13.646049081464849,46
48251130406,13.613517569306795,35
48439111555,12.896948293944755,4
48439111556,12.99354303479141,1
48439111572,13.015530985610596,2
48439111571,13.263910061774629,4
48439111536,13.192903919779775,3
48439111561,12.620376845301507,1
48439111562,13.352881979591293,4
48439110907,12.896479340103362,2
48085032008,13.82369738414373,4
48085031629,,0
48439110205,13.144547594931423,3
48439111315,13.750599312617396,3
48439113941,13.279440977130719,15
48439114010,13.215884987181566,6
48439114109,13.219350504396374,11
48439122702,12.996231443781358,2
48439113004,13.37454905112233,2
48085030505,14.040215065463451,6
48085031661,14.113680939487168,3
48085031408,13.496452181319663,6
48439111317,13.363012453668345,22
48439122701,12.881369037315615,2
48439123302,13.178251435051456,1
48439111020,12.567425766042412,1
48085031508,12.976672686842257,4
48439111022,12.815055480314799,4
48439111019,13.232990990103492,5
48439111318,13.265544102727894,18
48439111554,13.297486130852858,2
48439113940,13.25083998157945,4
48439111023,13.433743844184042,3
48439121612,12.776951696145014,4
48439106525,13.583440108290239,1
48085032013,13.626538800480054,5
48085031654,13.858492625197195,3
48085031655,14.08447588382672,2
48085031807,13.268060994845596,3
48085031664,,0
48085031663,14.074404413456552,2
48439100101,12.24926762323865,1
48439113403,13.205919942191088,2
48085031716,13.152850783620746,1
48085031715,13.195878149859558,3
48085031720,13.421709246907838,1
48085031719,,0
48085031806,13.494157501974641,2
48439114204,13.008139510489787,11
48439102700,13.189984249320833,1
48085030301,13.338686019263003,23
48085030404,13.683488097405622,4
48113013626,,0
48439121704,12.835436165580418,1
48113011002,13.982525079606217,3
48439103602,12.781612102042448,1
48113011101,13.08746024813638,3
48113011103,13.433579032143012,2
48113011104,13.652303312148788,2
48113010101,12.923471468823905,3
48113010102,12.633212379834337,2
48113010500,12.988943690685602,5
48113010601,13.293346548821901,7
48439114110,12.866161666562666,24
48439104302,14.081709365628798,2
48439106522,12.607085718612968,4
48439113937,13.36084849850394,2
48113010602,13.475771113155284,2
48113020100,13.34115119717156,12
48113020200,13.260616718687745,23
48113014128,,0
48113016522,13.632393864520656,22
48113017606,13.877557776456158,5
48113000606,,0
48439114205,12.448839204654917,7
48439111565,13.738424835507608,3
48439111028,13.453469985080039,5
48439106005,12.234343102974991,2
48439111033,13.160569068908677,8
48439105207,,0
48439110807,12.749800521870403,17
48439111204,13.280038519832848,15
48121020115,13.676174948978591,30
48121020506,13.156367945713528,11
48121021304,13.621859321824028,7
48121021513,13.489416520621816,6
48121021619,13.451306916654106,11
48121021720,13.011086305964941,2
48121021622,13.427821863245995,5
48113016803,13.522979768236947,4
48113007812,13.32956346664366,3
48113009803,12.80203451354481,3
48113013717,13.565446711108358,1
48113006100,13.96053489738713,1
48113017604,13.947866851091723,1
48085030519,13.112315424571147,25
48121020135,13.909747960992288,5
48121020134,13.695301212074112,7
48121020126,13.757287334491386,4
48121021538,12.898059962700401,4
48121020127,13.759812313485943,5
48121021540,13.594891059185668,4
48121021640,13.77076522670059,1
48121021755,13.29330219206838,8
48121021534,13.707783128353492,20
48121020315,13.252772992310183,37
48121021654,13.29852588226215,3
48121021649,13.27751422651788,2
48121020131,13.672513927707833,25
48121021759,12.92755072020652,1
48121021648,13.75352477505153,3
48121021307,13.488439970858428,4
48121021418,13.2105569691348,3
48121020604,13.136300159380715,2
48121021643,13.648201117940408,3
48121020119,13.70618417599188,2
48121020603,12.859001321081386,2
48121020507,13.509732584028672,2
48121021646,13.42318278257126,4
48121020321,12.99334800485798,23
48121021416,13.01433515603708,2
48121021536,13.762478479160366,4
48121021204,13.289698544994007,5
48121021652,13.837125370004097,1
48121021639,13.788099388266716,2
48121021758,12.920272039527186,3
48121021757,13.213342545511356,8
48113007809,14.076377483188836,3
48113019033,13.34212613459154,2
48113013618,13.635635304092498,2
48113009900,13.484830443396705,22
48113009804,13.170934066582383,1
48113016516,13.419827049236762,2
48113018132,13.694020859099306,4
48113009103,,0
48113001504,13.267919275241583,1
48113014308,,0
48113006800,12.674097431119813,4
48113006900,13.714551166005506,1
48439113932,12.811934165950882,23
48439100402,13.264576745726243,1
48439114011,13.236352894974932,4
48439113938,13.314202441912938,1
48439114009,13.431787172318707,3
48439114106,13.177322730984146,22
48439106523,12.80948201583292,1
48439113410,13.098862763826308,4
48439105517,,0
48439104301,13.751197161613856,2
48439122402,12.295392401934201,2
48439113118,12.325253169426805,2
48439113117,,0
48439111410,13.116536980331428,2
48113009701,13.1006748564545,1
48113014603,,0
48113016618,13.559334227545667,5
48113016619,13.406218900674624,1
48113018130,14.096646186268416,3
48113019032,13.567758460828717,2
48113000100,13.205011924638617,3
48113000201,14.00275706367956,2
48113000202,13.893756500264754,1
48113000300,14.291712211107564,1
48113000401,13.495822301719617,1
48113000405,13.386178363140722,1
48113001001,,0
48113001002,14.026044355033935,1
48113001102,14.06501597437465,1
48113001204,14.425303313506614,1
48113001301,13.608200243200683,1
48113001302,14.323762952994704,1
48113001400,13.554055877884641,1
48113001101,13.538559753019769,2
48113001502,13.862038733869605,1
48113001503,14.059852681342969,1
48113012209,13.66145454756598,1
48113016620,13.659104227825766,6
48113016409,13.664393083624912,4
48113009303,13.123407310041978,6
48113016902,13.444514591796692,29
48113011601,13.202451139296361,13
48113019302,13.889517159892137,2
48113014601,13.429450590829816,1
48113004600,,0
48113007102,12.83441393501927,3
48113007301,13.646257703384538,2
48113007302,13.47758989755817,3
48113003700,13.623723556014882,3
48113007810,13.344909171477273,1
48113007903,13.984190946445361,1
48113007906,13.341254463399824,1
48113016802,13.912714986123701,41
48113016704,13.396594282605196,2
48113018105,13.216151988674099,3
48113018001,14.229303637306757,2
48113018110,13.644991827304912,7
48113018203,13.17478909821315,4
48113018204,13.264586480461682,3
48113018206,13.357270196132848,2
48113017703,13.699022193218207,3
48113008705,13.078386550947165,1
48113010701,13.076685064067513,10
48113013901,13.502436073402528,1
48113004202,12.904006113165892,3
48113004300,12.946941137278843,4
48113004400,13.351970892075672,1
48113004500,11.997572932360544,1
48439113516,13.96440424244845,1
48439113607,12.889624780536227,2
48439113612,13.466799330615398,5
48439113613,13.103089282095743,5
48121021526,13.205196096505608,4
48121020313,13.429948213360959,149
48121021645,13.710086129608381,8
48121021647,13.769260526845208,1
48121020122,13.689954524238592,4
48121021532,13.903673153994427,2
48121020125,14.009831262540406,5
48121020124,13.987989759664162,2
48397040101,13.719200952486773,9
48121021900,13.424427228107394,4
48121021522,13.523477504479024,6
48121020505,13.064744733822707,6
48121021746,13.247259686181325,11
48121021719,13.050647106088297,7
48397040503,13.62877117138052,9
48121021305,13.691704686355246,2
48121021202,13.34896944333527,3
48121021618,13.725515546339654,5
48439113618,13.125165597582654,2
48121021517,13.377299631113289,16
48121021745,13.552445647029533,2
48121021744,13.719455668109426,2
48121021716,13.560249695577149,3
48439113619,12.814033211753074,2
48121021514,13.10787540119714,3
48121021717,12.693039184287326,2
48121021715,12.745844401079806,2
48121021721,13.110416632540668,3
48121021516,13.734383648580424,6
48121021518,13.820708297026838,4
48121021621,13.338785844296737,5
48121021521,13.85695537972891,4
48121021723,,0
48121021730,13.584737624451504,3
48121021740,13.742527969099818,1
48439102500,13.71290088829838,3
48439100900,14.016250006887041,1
48439101202,13.093381265244782,8
48439101301,12.862056459910137,4
48439101401,12.953492636645242,4
48439101403,12.969221947304927,2
48439101500,13.293119870560306,3
48439101700,12.853645002140405,2
48439101402,12.9737876802016,2
48439113622,13.600258513362279,11
48439100504,12.825788614047466,3
48439100503,12.784307901141338,1
48439121613,12.802806018456941,1
48439121614,12.432639488454049,1
48439114105,13.147479836413668,62
48439121615,13.339372848707951,1
48439122401,,0
48439104802,13.263842132687703,1
48439100102,13.267880869074917,3
48439100202,12.827053821406269,6
48439113003,13.147546993679713,9
48439122901,12.538569520753647,1
48439122902,12.741801066309282,1
48439100300,12.73303093203594,9
48439102000,12.183049051562095,6
48439102202,13.48325785238221,3
48085030515,13.531719731276745,2
48085032012,13.457506862494407,1
48085030506,14.14877919173294,3
48085031662,13.952926174042856,1
48085030405,14.123510957089769,3
48113018120,13.173254024756202,4
48085030504,14.120977203773911,6
48085031717,,0
48085031507,12.91182885761615,2
48085031659,,0
48085030403,13.246395115184688,6
48121021630,13.55042358212512,1
48113013615,13.313928662333986,1
48113013617,13.461063793163472,2
48113013619,13.333493356048086,2
48113018121,13.130169809298422,2
48113018126,13.737138357716777,5
48113018127,14.17190126974363,1
48439113110,12.389774998201366,2
48121021739,13.4780975669969,1
48121021633,13.795889534572453,2
48121021632,13.272550563345085,2
48121021635,13.291696530089572,1
48121021634,13.56230998750252,1
48113013715,13.366857100007827,1
48113013716,13.528827298497013,4
48113013718,13.340904442752132,1
48113013719,13.43156862803724,3
48113013720,13.096642275595293,2
48113018128,13.657384087883464,2
48113018129,13.779007730347455,5
48121021638,13.701615120602671,2
48439111312,12.90382841244027,11
48439111307,13.116333636384862,4
48439111406,13.388291784497762,6
48085031631,13.828558161087258,2
48439123500,13.814699329650052,4
48439111308,13.06667025341431,3
48439122801,12.375588716519967,1
48439111552,13.373483807808443,1
48439113115,13.047710686334154,1
48113013721,13.227047873859169,2
48113013722,13.16943823816441,2
48113013725,13.466991992301809,2
48085031706,13.355843840446413,1
48121021620,13.540370547684617,3
48121021750,13.34724832820921,13
48121021742,13.130446977332245,4
48121020111,13.798795372195297,2
48121021637,13.210984175019048,2
48121021743,12.91305523799877,1
48121021727,13.372444133710461,11
48439122802,12.559050910025165,3
48113013804,13.435327498556719,2
48113013902,13.44760282875896,2
48113014001,13.138603158736673,3
48085031708,13.536294953469762,2
48439121905,12.8592604305836,2
48113019040,13.228752770594445,3
48113018506,13.389481869699585,6
48113010904,13.589602405957262,10
48113014132,,0
48121020110,13.459800549120825,4
48121021626,14.036509748442274,2
48121021737,13.110425042323227,3
48121021738,13.46727002747083,6
48121021735,13.561400231183931,1
48439113116,12.736680482332225,1
48439123100,12.995257737042593,3
48439101302,12.97768749085507,5
48439110806,12.555390902076383,10
48121021631,13.54127843105842,2
48113018501,13.453922963814707,9
48085031709,13.672700949831716,5
48439121606,12.754915334166549,6
48439114203,13.05749848864177,36
48439113813,13.164483728045147,3
48439102602,13.580149335167803,2
48439102601,13.675904999263151,3
48439104804,13.379941531008226,2
48439113919,13.66651758021643,2
48121021733,,0
48121021734,13.624094014675508,1
48121021732,13.398729019315688,1
48121021731,13.611926040107953,1
48121021729,13.19491929911778,3
48121021726,13.069659236270919,1
48439113221,13.701025688896642,4
48439104803,13.764914526314968,1
48113014119,13.742431522794023,3
48113014120,13.744261071521734,2
48113014123,13.394654020555064,8
48113014126,13.75174740028174,13
48439105902,13.26934905683558,5
48439105007,12.849943838627265,8
48439105514,13.397002512926736,2
48439105513,13.536487875980361,1
48439111018,13.27306980561703,33
48121020112,13.698749094349079,1
48121021725,12.973958300324842,2
48439111526,13.064393629879975,2
48439111529,13.339758493196381,2
48439113710,13.55148610018055,2
48439104701,13.461283883057193,1
48439113517,13.68364636402192,1
48113014203,13.191809543895468,3
48113014204,13.093806086578255,5
48439111309,13.014342651880193,6
48439105901,13.20357526514269,4
48439123200,13.104011677953324,10
48439123600,13.293067302497974,3
48113014306,13.706273296802218,4
48439111540,13.28871123262706,5
48439111541,13.227153980766559,2
48439111542,12.69352684109869,2
48439111543,12.783515988921831,2
48439111544,12.93192523068038,4
48439111551,13.25061201194714,5
48439111311,13.297184047988356,5
48121021722,13.120634326023378,3
48121021749,13.271614149404627,3
48121021751,13.262930130730073,1
48121021752,13.369158373072537,3
48121021520,13.352458840407222,1
48121021800,13.86759716485058,3
48439113108,12.916115841875623,5
48439113206,13.354373370794889,4
48439113207,13.570766989425604,2
48085030521,13.350804885773808,2
48113012601,14.413653500772865,2
48113012701,14.286798413222497,3
48113012702,14.167216099952164,2
48113012900,14.106807186689574,6
48113014310,13.820818108748401,1
48113014405,13.349076784735075,2
48113014406,12.914894891639676,2
48113014407,13.887536536935729,1
48113014408,13.718308820123235,3
48113014309,13.774154141435746,1
48085031643,13.348157739924146,4
48085030520,13.495331868692487,2
48085030407,13.658038729717044,5
48085030406,13.885365983072305,2
48085030518,13.294092343551984,14
48085032003,13.19328802454466,2
48113013620,13.2546575016447,1
48113006402,13.05075317009532,1
48439113218,13.66935420332363,3
48439113301,13.593684344754996,5
48439113408,13.14449648409622,4
48439106518,13.447559450619112,7
48113010804,13.229258266857851,2
48113010805,13.22211982723108,4
48113006401,,0
48113013104,,0
48113019041,13.477969914708627,2
48113007823,13.60433585000665,1
48113007822,13.965515371594293,3
48113007821,13.8793682245346,1
48113013011,13.321153237584804,1
48113007827,13.490814515677735,1
48113013005,13.945006618091021,1
48113013007,13.843697257595482,1
48113013008,13.846107721627368,3
48113013009,13.636962093701317,2
48113013101,13.565865993020186,2
48113007826,,0
48113007824,13.883428309436264,2
48113007825,13.352262438261059,2
48113013102,13.42729632035981,1
48113014501,13.408345017022063,2
48113014502,13.120589008536005,2
48113014602,12.951250273726037,2
48113014701,13.365950748046904,1
48113007910,,0
48113007909,,0
48113013806,13.536593548565753,5
48113013727,13.23044685669533,4
48439113509,13.260244864196585,2
48439113511,12.960094502403075,3
48439113512,13.168811946226628,3
48439113513,13.271156617559118,2
48113014205,13.560346331382261,3
48113016412,13.751813398632228,6
48113013300,13.516235015621662,2
48113013400,13.997693479579262,1
48113013500,14.059660170627607,2
48113013605,13.843441939185597,2
48113013606,13.425381581775966,4
48113013608,13.464376110145892,4
48113015202,13.294920426370224,1
48113015205,12.814443788434467,2
48113015206,,0
48113015303,13.550828806021658,4
48113015305,13.178575481603325,2
48113009101,14.172546436415967,4
48439110905,13.366506848833055,8
48439121610,12.843086775686963,2
48439113908,13.223594570851086,6
48439104502,13.73418202595667,2
48113009401,12.975603214758522,2
48113009402,13.335647196606141,2
48113009500,13.344126120934767,2
48439105203,13.226911723383694,2
48439110204,12.786504875191897,6
48439110302,13.410669805097946,3
48439113816,13.28543553865024,4
48439113815,13.121231282645113,7
48439113519,13.389116312600136,4
48439111407,12.894127517924431,5
48439111409,12.615251382931456,4
48439121906,12.727228305746124,2
48439113633,13.620024326801357,3
48439111203,13.2411436981723,17
48439111314,13.741184212251069,6
48113012603,14.325481720449151,1
48085030604,13.175743775972519,6
48085030202,13.198055655530297,1
48085030802,12.841362138911592,3
48085030517,13.709573471355956,4
48085031314,13.608758458046907,19
48085031308,13.604376815189479,20
48085031718,13.678559070381752,2
48085030524,13.18692869510344,3
48113014138,13.499678358570877,3
48113014130,13.607082732185154,3
48113007912,13.516074568169735,1
48113013805,,0
48113016521,13.437904301091084,19
48113018505,,0
48113980000,13.296523177189853,30
48113007913,13.938595625167014,1
48113018133,13.564654642261807,6
48113020000,13.720959349957166,5
48113018135,13.63138270894826,6
48121021741,13.625086656441093,1
48121021724,12.84599574674291,3
48121021736,13.665309060023269,1
48121020310,13.371835936140776,63
48121021748,13.096125321595935,3
48121021512,13.26353992151572,19
48121020109,12.904299170350898,15
48439110102,13.692173821063653,3
48439121605,12.763661954605928,3
48439121608,12.802156845985309,2
48439121611,12.91738737244703,3
48439121702,13.103539163683571,4
48439121703,12.923067174210113,1
48439103601,12.98560209549603,2
48439113404,13.076176249385053,2
48439122100,12.750682573871748,3
48113019018,13.526767077822822,2
48439104503,13.370335355911243,1
48439110202,12.686522533563423,2
48113015700,13.170399462963532,3
48113016001,13.466239191703913,2
48113016002,13.711567338468152,1
48113016100,12.972436117488346,7
48113016201,13.629206098094754,1
48257050701,12.891969814044018,70
48257051100,12.323715447686023,2
48113016301,12.752737874507934,5
48113016410,13.48278417054761,4
48113016302,12.680819884586503,1
48113016511,13.595756891924992,2
48113016615,13.663583587553035,4
48113016616,13.923542381282845,12
48113018111,13.82599475295786,1
